Input is random
Test input is from input.txt
Test 713 (462 <-> 462)
Test 714 (425 <-> 386)
Test 715 (429 <-> 429)
Test 716 (466 <-> 444)
Test 717 (470 <-> 393)
Test 718 (443 <-> 431)
Test 719 (438 <-> 438)
Test 720 (477 <-> 349)
Test 721 (518 <-> 398)
Test 722 (359 <-> 339)
Test 723 (500 <-> 475)
Test 724 (373 <-> 357)
Test 725 (416 <-> 416)
Test 726 (419 <-> 344)
Test 727 (432 <-> 412)
Test 728 (459 <-> 459)
Test 729 (508 <-> 508)
Test 730 (489 <-> 469)
Test 731 (468 <-> 427)
Test 732 (443 <-> 338)
Test 733 (393 <-> 393)
Test 734 (433 <-> 391)
Test 735 (411 <-> 411)
Test 736 (413 <-> 389)
Test 737 (330 <-> 330)
Test 738 (400 <-> 371)
Test 739 (435 <-> 357)
Test 740 (336 <-> 306)
Test 741 (447 <-> 447)
Test 742 (393 <-> 273)
Test 743 (432 <-> 413)
Test 744 (466 <-> 426)
Test 745 (336 <-> 327)
Test 746 (425 <-> 402)
Test 747 (339 <-> 315)
Test 748 (470 <-> 470)
Test 749 (440 <-> 440)
Test 750 (400 <-> 357)
Test 751 (504 <-> 446)
Test 752 (355 <-> 355)
Test 753 (463 <-> 441)
Test 754 (361 <-> 361)
Test 755 (399 <-> 387)
Test 756 (345 <-> 345)
Test 757 (420 <-> 418)
Test 758 (455 <-> 389)
Test 759 (376 <-> 376)
Test 760 (462 <-> 452)
Test 761 (308 <-> 275)
Test 762 (326 <-> 316)
Test 763 (376 <-> 318)
Test 764 (425 <-> 406)
Test 765 (464 <-> 464)
Test 766 (384 <-> 379)
Test 767 (386 <-> 377)
Test 768 (390 <-> 331)
Test 769 (393 <-> 393)
Test 770 (504 <-> 414)
Test 771 (392 <-> 392)
Test 772 (512 <-> 452)
Test 773 (484 <-> 484)
Test 774 (454 <-> 452)
Test 775 (421 <-> 413)
Test 776 (521 <-> 479)
Test 777 (433 <-> 396)
Test 778 (449 <-> 378)
Test 779 (415 <-> 383)
Test 780 (486 <-> 486)
Test 781 (349 <-> 349)
Test 782 (442 <-> 442)
Test 783 (398 <-> 389)
Test 784 (353 <-> 350)
Test 785 (461 <-> 461)
Test 786 (328 <-> 277)
Test 787 (440 <-> 395)
Test 788 (428 <-> 428)
Test 789 (459 <-> 449)
Test 790 (411 <-> 402)
Test 791 (390 <-> 347)
Test 792 (465 <-> 437)
Test 793 (423 <-> 422)
Test 794 (425 <-> 425)
Test 795 (421 <-> 370)
Test 796 (465 <-> 421)
Test 797 (396 <-> 344)
Test 798 (423 <-> 420)
Test 799 (414 <-> 414)
Test 800 (426 <-> 426)
Test 801 (440 <-> 431)
Test 802 (379 <-> 379)
Test 803 (438 <-> 438)
Test 804 (447 <-> 447)
Test 805 (319 <-> 291)
Test 806 (405 <-> 405)
Test 807 (320 <-> 318)
Test 808 (431 <-> 431)
Test 809 (406 <-> 406)
Test 810 (482 <-> 418)
Test 811 (457 <-> 381)
Test 812 (388 <-> 388)
Test 813 (469 <-> 454)
Test 814 (385 <-> 357)
Test 815 (421 <-> 403)
Test 816 (507 <-> 490)
Test 817 (368 <-> 359)
Test 818 (398 <-> 385)
Test 819 (307 <-> 280)
Test 820 (360 <-> 360)
Test 821 (412 <-> 382)
Test 822 (341 <-> 339)
Test 823 (450 <-> 447)
Test 824 (381 <-> 366)
Test 825 (483 <-> 455)
Test 826 (475 <-> 411)
Test 827 (496 <-> 415)
Test 828 (411 <-> 370)
Test 829 (439 <-> 391)
Test 830 (370 <-> 306)
Test 831 (438 <-> 438)
Test 832 (408 <-> 365)
Test 833 (365 <-> 324)
Test 834 (467 <-> 408)
Test 835 (454 <-> 356)
Test 836 (439 <-> 436)
Test 837 (324 <-> 257)
Test 838 (375 <-> 357)
Test 839 (404 <-> 404)
Test 840 (466 <-> 466)
Test 841 (493 <-> 489)
Test 842 (321 <-> 321)
Test 843 (401 <-> 387)
Test 844 (376 <-> 373)
Test 845 (386 <-> 344)
Test 846 (475 <-> 475)
Test 847 (361 <-> 342)
Test 848 (324 <-> 321)
Test 849 (372 <-> 370)
Test 850 (448 <-> 421)
Test 851 (445 <-> 445)
Test 852 (451 <-> 446)
Test 853 (486 <-> 455)
Test 854 (409 <-> 409)
Test 855 (461 <-> 461)
Test 856 (444 <-> 365)
Test 857 (446 <-> 445)
Test 858 (458 <-> 423)
Test 859 (435 <-> 429)
Test 860 (504 <-> 497)
Test 861 (468 <-> 468)
Test 862 (375 <-> 375)
Test 863 (425 <-> 417)
Test 864 (462 <-> 456)
Test 865 (499 <-> 460)
Test 866 (461 <-> 358)
Test 867 (425 <-> 392)
Test 868 (409 <-> 377)
Test 869 (335 <-> 324)
Test 870 (327 <-> 312)
Test 871 (417 <-> 376)
Test 872 (400 <-> 400)
Test 873 (421 <-> 414)
Test 874 (374 <-> 369)
Test 875 (455 <-> 414)
Test 876 (388 <-> 347)
Test 877 (434 <-> 383)
Test 878 (355 <-> 343)
Test 879 (443 <-> 433)
Test 880 (318 <-> 318)
Test 881 (405 <-> 359)
Test 882 (402 <-> 402)
Test 883 (424 <-> 424)
Test 884 (385 <-> 354)
Test 885 (398 <-> 368)
Test 886 (430 <-> 410)
Test 887 (480 <-> 477)
Test 888 (397 <-> 397)
Test 889 (386 <-> 374)
Test 890 (447 <-> 447)
Test 891 (487 <-> 362)
Test 892 (440 <-> 336)
Test 893 (447 <-> 414)
Test 894 (463 <-> 413)
Test 895 (450 <-> 445)
Test 896 (303 <-> 233)
Test 897 (389 <-> 362)
Test 898 (453 <-> 417)
Test 899 (446 <-> 446)
Test 900 (434 <-> 434)
Test 901 (485 <-> 437)
Test 902 (474 <-> 448)
Test 903 (402 <-> 365)
Test 904 (410 <-> 368)
Test 905 (475 <-> 436)
Test 906 (378 <-> 358)
Test 907 (465 <-> 450)
Test 908 (496 <-> 496)
Test 909 (442 <-> 442)
Test 910 (418 <-> 317)
Test 911 (409 <-> 409)
Test 912 (403 <-> 332)
Test 913 (367 <-> 367)
Test 914 (406 <-> 406)
Test 915 (470 <-> 470)
Test 916 (431 <-> 394)
Test 917 (499 <-> 438)
Test 918 (386 <-> 386)
Test 919 (428 <-> 396)
Test 920 (363 <-> 363)
Test 921 (431 <-> 345)
Test 922 (321 <-> 294)
Test 923 (396 <-> 396)
Test 924 (400 <-> 335)
Test 925 (463 <-> 463)
Test 926 (404 <-> 305)
Test 927 (333 <-> 333)
Test 928 (469 <-> 444)
Test 929 (477 <-> 477)
Test 930 (485 <-> 485)
Test 931 (366 <-> 320)
Test 932 (397 <-> 396)
Test 933 (399 <-> 399)
Test 934 (439 <-> 393)
Test 935 (271 <-> 239)
Test 936 (390 <-> 365)
Test 937 (447 <-> 375)
Test 938 (500 <-> 500)
Test 939 (462 <-> 398)
Test 940 (384 <-> 366)
Test 941 (413 <-> 377)
Test 942 (447 <-> 443)
Test 943 (371 <-> 352)
Test 944 (478 <-> 478)
Test 945 (400 <-> 376)
Test 946 (418 <-> 380)
Test 947 (452 <-> 452)
Test 948 (411 <-> 408)
Test 949 (337 <-> 332)
Test 950 (454 <-> 436)
Test 951 (295 <-> 264)
Test 952 (463 <-> 445)
Test 953 (397 <-> 347)
Test 954 (400 <-> 349)
Test 955 (365 <-> 352)
Test 956 (412 <-> 390)
Test 957 (367 <-> 366)
Test 958 (468 <-> 468)
Test 959 (370 <-> 370)
Test 960 (452 <-> 403)
Test 961 (352 <-> 349)
Test 962 (451 <-> 394)
Test 963 (440 <-> 415)
Test 964 (434 <-> 434)
Test 965 (482 <-> 444)
Test 966 (479 <-> 424)
Test 967 (342 <-> 296)
Test 968 (473 <-> 473)
Test 969 (414 <-> 414)
Test 970 (447 <-> 379)
Test 971 (348 <-> 287)
Test 972 (470 <-> 448)
Test 973 (469 <-> 448)
Test 974 (427 <-> 392)
Test 975 (437 <-> 437)
Test 976 (353 <-> 297)
Test 977 (250 <-> 250)
Test 978 (509 <-> 438)
Test 979 (364 <-> 309)
Test 980 (429 <-> 429)
Test 981 (380 <-> 380)
Test 982 (288 <-> 272)
Test 983 (391 <-> 349)
Test 984 (403 <-> 403)
Test 985 (467 <-> 467)
Test 986 (347 <-> 287)
Test 987 (450 <-> 378)
Test 988 (465 <-> 465)
Test 989 (402 <-> 348)
Test 990 (471 <-> 437)
Test 991 (424 <-> 360)
Test 992 (407 <-> 360)
Test 993 (478 <-> 478)
Test 994 (381 <-> 348)
Test 995 (437 <-> 422)
Test 996 (404 <-> 359)
Test 997 (461 <-> 461)
Test 998 (476 <-> 476)
Test 999 (479 <-> 450)
Test 1000 (411 <-> 411)
Estimated matched exact in 32.4% of the tests (324/1000)
Enter number of tests (m > 0): 500
Enter number of nodes in graph (n > 2): 7
Test 1 (480 <-> 414)
Test 2 (564 <-> 564)
Test 3 (435 <-> 423)
Test 4 (562 <-> 512)
Test 5 (549 <-> 549)
Test 6 (503 <-> 432)
Test 7 (556 <-> 504)
Test 8 (483 <-> 437)
Test 9 (496 <-> 450)
Test 10 (524 <-> 510)
Test 11 (463 <-> 425)
Test 12 (498 <-> 498)
Test 13 (491 <-> 444)
Test 14 (533 <-> 533)
Test 15 (572 <-> 572)
Test 16 (500 <-> 500)
Test 17 (481 <-> 448)
Test 18 (569 <-> 569)
Test 19 (515 <-> 515)
Test 20 (531 <-> 499)
Test 21 (538 <-> 536)
Test 22 (435 <-> 427)
Test 23 (486 <-> 453)
Test 24 (478 <-> 478)
Test 25 (467 <-> 458)
Test 26 (491 <-> 454)
Test 27 (583 <-> 549)
Test 28 (570 <-> 570)
Test 29 (575 <-> 538)
Test 30 (484 <-> 415)
Test 31 (545 <-> 484)
Test 32 (566 <-> 490)
Test 33 (550 <-> 541)
Test 34 (521 <-> 488)
Test 35 (576 <-> 547)
Test 36 (612 <-> 562)
Test 37 (431 <-> 424)
Test 38 (459 <-> 417)
Test 39 (578 <-> 578)
Test 40 (449 <-> 376)
Test 41 (576 <-> 527)
Test 42 (546 <-> 510)
Test 43 (513 <-> 502)
Test 44 (443 <-> 415)
Test 45 (560 <-> 551)
Test 46 (562 <-> 562)
Test 47 (628 <-> 628)
Test 48 (469 <-> 469)
Test 49 (518 <-> 517)
Test 50 (528 <-> 505)
Test 51 (527 <-> 527)
Test 52 (503 <-> 450)
Test 53 (493 <-> 493)
Test 54 (484 <-> 445)
Test 55 (481 <-> 477)
Test 56 (486 <-> 486)
Test 57 (438 <-> 408)
Test 58 (574 <-> 574)
Test 59 (524 <-> 514)
Test 60 (590 <-> 590)
Test 61 (601 <-> 601)
Test 62 (593 <-> 474)
Test 63 (506 <-> 503)
Test 64 (478 <-> 388)
Test 65 (569 <-> 527)
Test 66 (526 <-> 459)
Test 67 (475 <-> 463)
Test 68 (510 <-> 469)
Test 69 (568 <-> 552)
Test 70 (498 <-> 444)
Test 71 (456 <-> 403)
Test 72 (439 <-> 415)
Test 73 (436 <-> 404)
Test 74 (573 <-> 510)
Test 75 (478 <-> 473)
Test 76 (538 <-> 531)
Test 77 (355 <-> 313)
Test 78 (586 <-> 532)
Test 79 (502 <-> 496)
Test 80 (575 <-> 575)
Test 81 (466 <-> 456)
Test 82 (565 <-> 535)
Test 83 (586 <-> 586)
Test 84 (422 <-> 358)
Test 85 (503 <-> 482)
Test 86 (492 <-> 464)
Test 87 (523 <-> 493)
Test 88 (592 <-> 520)
Test 89 (503 <-> 480)
Test 90 (576 <-> 562)
Test 91 (502 <-> 463)
Test 92 (483 <-> 455)
Test 93 (559 <-> 484)
Test 94 (468 <-> 428)
Test 95 (444 <-> 439)
Test 96 (551 <-> 551)
Test 97 (578 <-> 578)
Test 98 (524 <-> 524)
Test 99 (540 <-> 540)
Test 100 (536 <-> 505)
Test 101 (598 <-> 592)
Test 102 (511 <-> 469)
Test 103 (474 <-> 368)
Test 104 (500 <-> 373)
Test 105 (529 <-> 483)
Test 106 (499 <-> 457)
Test 107 (509 <-> 509)
Test 108 (484 <-> 472)
Test 109 (478 <-> 438)
Test 110 (505 <-> 410)
Test 111 (577 <-> 565)
Test 112 (475 <-> 475)
Test 113 (498 <-> 498)
Test 114 (554 <-> 487)
Test 115 (485 <-> 485)
Test 116 (414 <-> 336)
Test 117 (537 <-> 491)
Test 118 (483 <-> 483)
Test 119 (490 <-> 484)
Test 120 (601 <-> 564)
Test 121 (518 <-> 502)
Test 122 (499 <-> 499)
Test 123 (498 <-> 486)
Test 124 (482 <-> 435)
Test 125 (557 <-> 471)
Test 126 (501 <-> 480)
Test 127 (565 <-> 497)
Test 128 (651 <-> 651)
Test 129 (554 <-> 465)
Test 130 (517 <-> 490)
Test 131 (422 <-> 422)
Test 132 (483 <-> 482)
Test 133 (460 <-> 447)
Test 134 (521 <-> 498)
Test 135 (493 <-> 493)
Test 136 (451 <-> 444)
Test 137 (528 <-> 515)
Test 138 (488 <-> 488)
Test 139 (485 <-> 457)
Test 140 (426 <-> 408)
Test 141 (547 <-> 547)
Test 142 (527 <-> 459)
Test 143 (480 <-> 480)
Test 144 (525 <-> 488)
Test 145 (478 <-> 451)
Test 146 (479 <-> 442)
Test 147 (528 <-> 504)
Test 148 (514 <-> 514)
Test 149 (587 <-> 557)
Test 150 (539 <-> 508)
Test 151 (520 <-> 498)
Test 152 (561 <-> 480)
Test 153 (571 <-> 567)
Test 154 (498 <-> 495)
Test 155 (466 <-> 418)
Test 156 (526 <-> 484)
Test 157 (590 <-> 499)
Test 158 (467 <-> 451)
Test 159 (461 <-> 461)
Test 160 (517 <-> 517)
Test 161 (490 <-> 471)
Test 162 (550 <-> 508)
Test 163 (509 <-> 439)
Test 164 (481 <-> 437)
Test 165 (495 <-> 444)
Test 166 (442 <-> 377)
Test 167 (557 <-> 527)
Test 168 (537 <-> 537)
Test 169 (552 <-> 527)
Test 170 (488 <-> 481)
Test 171 (474 <-> 466)
Test 172 (513 <-> 469)
Test 173 (508 <-> 462)
Test 174 (533 <-> 494)
Test 175 (453 <-> 453)
Test 176 (579 <-> 575)
Test 177 (583 <-> 540)
Test 178 (576 <-> 520)
Test 179 (601 <-> 554)
Test 180 (528 <-> 500)
Test 181 (561 <-> 561)
Test 182 (639 <-> 619)
Test 183 (349 <-> 342)
Test 184 (508 <-> 508)
Test 185 (450 <-> 428)
Test 186 (488 <-> 485)
Test 187 (618 <-> 615)
Test 188 (379 <-> 328)
Test 189 (510 <-> 462)
Test 190 (539 <-> 539)
Test 191 (535 <-> 511)
Test 192 (499 <-> 469)
Test 193 (573 <-> 506)
Test 194 (541 <-> 541)
Test 195 (511 <-> 497)
Test 196 (436 <-> 391)
Test 197 (536 <-> 536)
Test 198 (502 <-> 425)
Test 199 (577 <-> 577)
Test 200 (484 <-> 435)
Test 201 (574 <-> 493)
Test 202 (455 <-> 374)
Test 203 (506 <-> 443)
Test 204 (396 <-> 396)
Test 205 (502 <-> 481)
Test 206 (535 <-> 535)
Test 207 (486 <-> 454)
Test 208 (519 <-> 430)
Test 209 (568 <-> 502)
Test 210 (509 <-> 509)
Test 211 (561 <-> 543)
Test 212 (601 <-> 550)
Test 213 (480 <-> 396)
Test 214 (427 <-> 409)
Test 215 (471 <-> 422)
Test 216 (402 <-> 355)
Test 217 (512 <-> 448)
Test 218 (526 <-> 445)
Test 219 (574 <-> 574)
Test 220 (420 <-> 356)
Test 221 (553 <-> 550)
Test 222 (431 <-> 386)
Test 223 (428 <-> 428)
Test 224 (495 <-> 488)
Test 225 (517 <-> 472)
Test 226 (476 <-> 407)
Test 227 (553 <-> 553)
Test 228 (485 <-> 440)
Test 229 (451 <-> 451)
Test 230 (580 <-> 579)
Test 231 (546 <-> 506)
Test 232 (612 <-> 565)
Test 233 (440 <-> 416)
Test 234 (445 <-> 366)
Test 235 (558 <-> 505)
Test 236 (578 <-> 578)
Test 237 (536 <-> 522)
Test 238 (433 <-> 420)
Test 239 (520 <-> 484)
Test 240 (550 <-> 550)
Test 241 (538 <-> 484)
Test 242 (529 <-> 510)
Test 243 (526 <-> 466)
Test 244 (535 <-> 471)
Test 245 (499 <-> 438)
Test 246 (537 <-> 496)
Test 247 (465 <-> 465)
Test 248 (537 <-> 537)
Test 249 (427 <-> 408)
Test 250 (484 <-> 407)
Test 251 (536 <-> 533)
Test 252 (491 <-> 475)
Test 253 (526 <-> 460)
Test 254 (470 <-> 466)
Test 255 (547 <-> 465)
Test 256 (567 <-> 563)
Test 257 (459 <-> 379)
Test 258 (545 <-> 510)
Test 259 (537 <-> 516)
Test 260 (636 <-> 585)
Test 261 (525 <-> 406)
Test 262 (584 <-> 521)
Test 263 (556 <-> 556)
Test 264 (552 <-> 550)
Test 265 (514 <-> 514)
Test 266 (503 <-> 473)
Test 267 (546 <-> 546)
Test 268 (471 <-> 419)
Test 269 (474 <-> 474)
Test 270 (533 <-> 524)
Test 271 (532 <-> 461)
Test 272 (513 <-> 474)
Test 273 (535 <-> 505)
Test 274 (496 <-> 457)
Test 275 (497 <-> 423)
Test 276 (488 <-> 432)
Test 277 (533 <-> 499)
Test 278 (462 <-> 432)
Test 279 (499 <-> 499)
Test 280 (458 <-> 431)
Test 281 (433 <-> 423)
Test 282 (534 <-> 499)
Test 283 (471 <-> 471)
Test 284 (538 <-> 538)
Test 285 (520 <-> 447)
Test 286 (479 <-> 465)
Test 287 (535 <-> 462)
Test 288 (549 <-> 543)
Test 289 (496 <-> 419)
Test 290 (571 <-> 540)
Test 291 (531 <-> 496)
Test 292 (487 <-> 458)
Test 293 (499 <-> 496)
Test 294 (528 <-> 524)
Test 295 (459 <-> 442)
Test 296 (644 <-> 530)
Test 297 (495 <-> 495)
Test 298 (602 <-> 559)
Test 299 (520 <-> 520)
Test 300 (571 <-> 542)
Test 301 (531 <-> 448)
Test 302 (519 <-> 519)
Test 303 (508 <-> 487)
Test 304 (416 <-> 398)
Test 305 (493 <-> 476)
Test 306 (478 <-> 477)
Test 307 (494 <-> 433)
Test 308 (551 <-> 551)
Test 309 (427 <-> 396)
Test 310 (524 <-> 497)
Test 311 (547 <-> 547)
Test 312 (477 <-> 474)
Test 313 (345 <-> 328)
Test 314 (592 <-> 534)
Test 315 (530 <-> 504)
Test 316 (382 <-> 361)
Test 317 (521 <-> 504)
Test 318 (473 <-> 423)
Test 319 (553 <-> 484)
Test 320 (503 <-> 471)
Test 321 (521 <-> 495)
Test 322 (488 <-> 436)
Test 323 (556 <-> 556)
Test 324 (577 <-> 510)
Test 325 (504 <-> 504)
Test 326 (548 <-> 548)
Test 327 (493 <-> 475)
Test 328 (480 <-> 454)
Test 329 (467 <-> 453)
Test 330 (541 <-> 541)
Test 331 (477 <-> 440)
Test 332 (543 <-> 445)
Test 333 (509 <-> 428)
Test 334 (539 <-> 449)
Test 335 (579 <-> 513)
Test 336 (478 <-> 471)
Test 337 (521 <-> 471)
Test 338 (503 <-> 503)
Test 339 (604 <-> 542)
Test 340 (462 <-> 408)
Test 341 (528 <-> 521)
Test 342 (498 <-> 437)
Test 343 (588 <-> 528)
Test 344 (533 <-> 416)
Test 345 (528 <-> 517)
Test 346 (519 <-> 478)
Test 347 (559 <-> 545)
Test 348 (529 <-> 484)
Test 349 (521 <-> 487)
Test 350 (488 <-> 445)
Test 351 (531 <-> 508)
Test 352 (470 <-> 448)
Test 353 (494 <-> 486)
Test 354 (472 <-> 472)
Test 355 (430 <-> 426)
Test 356 (539 <-> 539)
Test 357 (418 <-> 354)
Test 358 (508 <-> 480)
Test 359 (424 <-> 359)
Test 360 (600 <-> 590)
Test 361 (518 <-> 518)
Test 362 (595 <-> 556)
Test 363 (551 <-> 517)
Test 364 (552 <-> 455)
Test 365 (569 <-> 451)
Test 366 (561 <-> 544)
Test 367 (495 <-> 485)
Test 368 (567 <-> 549)
Test 369 (419 <-> 401)
Test 370 (556 <-> 556)
Test 371 (416 <-> 372)
Test 372 (564 <-> 539)
Test 373 (524 <-> 485)
Test 374 (478 <-> 463)
Test 375 (552 <-> 505)
Test 376 (416 <-> 337)
Test 377 (549 <-> 475)
Test 378 (544 <-> 544)
Test 379 (553 <-> 486)
Test 380 (489 <-> 447)
Test 381 (475 <-> 432)
Test 382 (433 <-> 403)
Test 383 (585 <-> 526)
Test 384 (518 <-> 474)
Test 385 (438 <-> 380)
Test 386 (524 <-> 430)
Test 387 (473 <-> 432)
Test 388 (468 <-> 468)
Test 389 (570 <-> 570)
Test 390 (504 <-> 464)
Test 391 (535 <-> 520)
Test 392 (459 <-> 373)
Test 393 (491 <-> 477)
Test 394 (494 <-> 470)
Test 395 (555 <-> 546)
Test 396 (459 <-> 409)
Test 397 (559 <-> 495)
Test 398 (528 <-> 475)
Test 399 (508 <-> 484)
Test 400 (524 <-> 409)
Test 401 (550 <-> 550)
Test 402 (590 <-> 544)
Test 403 (513 <-> 429)
Test 404 (557 <-> 493)
Test 405 (557 <-> 557)
Test 406 (521 <-> 501)
Test 407 (565 <-> 565)
Test 408 (483 <-> 468)
Test 409 (524 <-> 440)
Test 410 (527 <-> 476)
Test 411 (533 <-> 533)
Test 412 (468 <-> 468)
Test 413 (568 <-> 528)
Test 414 (468 <-> 454)
Test 415 (515 <-> 430)
Test 416 (542 <-> 483)
Test 417 (535 <-> 535)
Test 418 (583 <-> 566)
Test 419 (480 <-> 480)
Test 420 (519 <-> 491)
Test 421 (558 <-> 500)
Test 422 (480 <-> 447)
Test 423 (608 <-> 541)
Test 424 (518 <-> 472)
Test 425 (463 <-> 463)
Test 426 (562 <-> 562)
Test 427 (420 <-> 358)
Test 428 (561 <-> 529)
Test 429 (498 <-> 432)
Test 430 (455 <-> 449)
Test 431 (432 <-> 370)
Test 432 (518 <-> 518)
Test 433 (430 <-> 397)
Test 434 (469 <-> 448)
Test 435 (538 <-> 450)
Test 436 (561 <-> 528)
Test 437 (531 <-> 492)
Test 438 (432 <-> 422)
Test 439 (516 <-> 516)
Test 440 (530 <-> 473)
Test 441 (512 <-> 442)
Test 442 (420 <-> 385)
Test 443 (565 <-> 517)
Test 444 (478 <-> 478)
Test 445 (583 <-> 583)
Test 446 (600 <-> 600)
Test 447 (503 <-> 458)
Test 448 (481 <-> 481)
Test 449 (481 <-> 437)
Test 450 (527 <-> 468)
Test 451 (451 <-> 421)
Test 452 (512 <-> 448)
Test 453 (523 <-> 424)
Test 454 (480 <-> 382)
Test 455 (543 <-> 540)
Test 456 (330 <-> 299)
Test 457 (579 <-> 578)
Test 458 (565 <-> 550)
Test 459 (517 <-> 421)
Test 460 (459 <-> 448)
Test 461 (506 <-> 506)
Test 462 (499 <-> 447)
Test 463 (491 <-> 489)
Test 464 (587 <-> 587)
Test 465 (492 <-> 491)
Test 466 (538 <-> 538)
Test 467 (499 <-> 453)
Test 468 (537 <-> 534)
Test 469 (547 <-> 506)
Test 470 (539 <-> 513)
Test 471 (426 <-> 338)
Test 472 (601 <-> 557)
Test 473 (610 <-> 536)
Test 474 (501 <-> 409)
Test 475 (479 <-> 479)
Test 476 (598 <-> 598)
Test 477 (492 <-> 452)
Test 478 (570 <-> 452)
Test 479 (534 <-> 534)
Test 480 (459 <-> 424)
Test 481 (493 <-> 475)
Test 482 (476 <-> 470)
Test 483 (489 <-> 430)
Test 484 (605 <-> 550)
Test 485 (441 <-> 414)
Test 486 (487 <-> 473)
Test 487 (504 <-> 398)
Test 488 (516 <-> 516)
Test 489 (549 <-> 515)
Test 490 (588 <-> 566)
Test 491 (601 <-> 601)
Test 492 (521 <-> 521)
Test 493 (487 <-> 454)
Test 494 (508 <-> 416)
Test 495 (456 <-> 451)
Test 496 (512 <-> 500)
Test 497 (570 <-> 521)
Test 498 (549 <-> 483)
Test 499 (534 <-> 460)
Test 500 (565 <-> 525)
Estimated matched exact in 21.6% of the tests (108/500)
Enter number of tests (m > 0): 100
Enter number of nodes in graph (n > 2): 8
Test 1 (578 <-> 577)
Test 2 (638 <-> 535)
Test 3 (562 <-> 547)
Test 4 (623 <-> 584)
Test 5 (691 <-> 557)
Test 6 (605 <-> 550)
Test 7 (603 <-> 554)
Test 8 (572 <-> 565)
Test 9 (598 <-> 580)
Test 10 (636 <-> 567)
Test 11 (530 <-> 475)
Test 12 (650 <-> 621)
Test 13 (585 <-> 558)
Test 14 (627 <-> 554)
Test 15 (586 <-> 526)
Test 16 (529 <-> 527)
Test 17 (648 <-> 569)
Test 18 (547 <-> 485)
Test 19 (656 <-> 636)
Test 20 (718 <-> 637)
Test 21 (614 <-> 561)
Test 22 (582 <-> 472)
Test 23 (640 <-> 608)
Test 24 (490 <-> 450)
Test 25 (682 <-> 653)
Test 26 (567 <-> 514)
Test 27 (564 <-> 564)
Test 28 (613 <-> 544)
Test 29 (549 <-> 535)
Test 30 (663 <-> 663)
Test 31 (601 <-> 601)
Test 32 (605 <-> 542)
Test 33 (634 <-> 571)
Test 34 (593 <-> 582)
Test 35 (664 <-> 651)
Test 36 (659 <-> 630)
Test 37 (669 <-> 669)
Test 38 (733 <-> 731)
Test 39 (656 <-> 642)
Test 40 (681 <-> 662)
Test 41 (576 <-> 508)
Test 42 (686 <-> 686)
Test 43 (612 <-> 587)
Test 44 (696 <-> 696)
Test 45 (667 <-> 667)
Test 46 (612 <-> 591)
Test 47 (559 <-> 533)
Test 48 (708 <-> 680)
Test 49 (579 <-> 519)
Test 50 (629 <-> 629)
Test 51 (617 <-> 552)
Test 52 (663 <-> 568)
Test 53 (625 <-> 625)
Test 54 (474 <-> 474)
Test 55 (635 <-> 609)
Test 56 (610 <-> 592)
Test 57 (630 <-> 588)
Test 58 (662 <-> 645)
Test 59 (612 <-> 590)
Test 60 (716 <-> 671)
Test 61 (621 <-> 612)
Test 62 (596 <-> 502)
Test 63 (620 <-> 549)
Test 64 (571 <-> 494)
Test 65 (649 <-> 578)
Test 66 (568 <-> 558)
Test 67 (584 <-> 528)
Test 68 (634 <-> 548)
Test 69 (423 <-> 393)
Test 70 (601 <-> 574)
Test 71 (577 <-> 561)
Test 72 (697 <-> 611)
Test 73 (598 <-> 542)
Test 74 (625 <-> 613)
Test 75 (644 <-> 628)
Test 76 (564 <-> 529)
Test 77 (642 <-> 630)
Test 78 (615 <-> 584)
Test 79 (556 <-> 556)
Test 80 (561 <-> 535)
Test 81 (671 <-> 638)
Test 82 (571 <-> 535)
Test 83 (592 <-> 556)
Test 84 (592 <-> 592)
Test 85 (619 <-> 486)
Test 86 (616 <-> 520)
Test 87 (652 <-> 645)
Test 88 (611 <-> 563)
Test 89 (642 <-> 589)
Test 90 (598 <-> 571)
Test 91 (653 <-> 536)
Test 92 (590 <-> 513)
Test 93 (589 <-> 582)
Test 94 (571 <-> 508)
Test 95 (522 <-> 495)
Test 96 (600 <-> 587)
Test 97 (712 <-> 660)
Test 98 (556 <-> 502)
Test 99 (574 <-> 574)
Test 100 (574 <-> 544)
Estimated matched exact in 13% of the tests (13/100)
Enter number of tests (m > 0): 50
Enter number of nodes in graph (n > 2): 9
Test 1 (718 <-> 664)
Test 2 (767 <-> 679)
Test 3 (668 <-> 630)
Test 4 (716 <-> 713)
Test 5 (716 <-> 715)
Test 6 (693 <-> 669)
Test 7 (723 <-> 695)
Test 8 (672 <-> 646)
Test 9 (695 <-> 645)
Test 10 (731 <-> 686)
Test 11 (730 <-> 722)
Test 12 (734 <-> 721)
Test 13 (731 <-> 702)
Test 14 (611 <-> 550)
Test 15 (739 <-> 643)
Test 16 (800 <-> 800)
Test 17 (693 <-> 666)
Test 18 (655 <-> 645)
Test 19 (758 <-> 709)
Test 20 (583 <-> 574)
Test 21 (705 <-> 697)
Test 22 (645 <-> 609)
Test 23 (689 <-> 659)
Test 24 (668 <-> 612)
Test 25 (758 <-> 706)
Test 26 (712 <-> 688)
Test 27 (742 <-> 728)
Test 28 (776 <-> 681)
Test 29 (782 <-> 737)
Test 30 (730 <-> 644)
Test 31 (763 <-> 665)
Test 32 (718 <-> 686)
